Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-21 09:30:00-05:00,353.1600036621094,354.9800109863281,351.85009765625,354.255615234375,3243737,0.0,0.0
2025-02-21 09:35:00-05:00,354.32000732421875,354.3984069824219,350.2799987792969,350.5191955566406,1358335,0.0,0.0
2025-02-21 09:40:00-05:00,350.5400085449219,352.7099914550781,350.32000732421875,351.30999755859375,1016648,0.0,0.0
2025-02-21 09:45:00-05:00,351.3900146484375,352.79998779296875,351.19000244140625,351.8800048828125,922283,0.0,0.0
2025-02-21 09:50:00-05:00,351.8949890136719,352.989990234375,351.20001220703125,352.0199890136719,891050,0.0,0.0
2025-02-21 09:55:00-05:00,351.9800109863281,352.6799011230469,351.3241882324219,352.0801086425781,586148,0.0,0.0
2025-02-21 10:00:00-05:00,351.9200134277344,353.3900146484375,351.54998779296875,351.9599914550781,877550,0.0,0.0
2025-02-21 10:05:00-05:00,351.9798889160156,352.7200012207031,351.79998779296875,352.6286926269531,566252,0.0,0.0
2025-02-21 10:10:00-05:00,352.5762023925781,353.9800109863281,351.42999267578125,351.9049987792969,931334,0.0,0.0
2025-02-21 10:15:00-05:00,351.8900146484375,352.2550048828125,351.42010498046875,351.79998779296875,491430,0.0,0.0
2025-02-21 10:20:00-05:00,351.75,351.79998779296875,350.739990234375,350.9800109863281,682834,0.0,0.0
2025-02-21 10:25:00-05:00,351.0799865722656,351.5766906738281,348.610107421875,348.6499938964844,1302547,0.0,0.0
2025-02-21 10:30:00-05:00,348.6029052734375,348.69000244140625,345.8299865722656,346.29998779296875,1973742,0.0,0.0
2025-02-21 10:35:00-05:00,346.3299865722656,347.5899963378906,346.17999267578125,347.0700988769531,1423589,0.0,0.0
2025-02-21 10:40:00-05:00,347.125,347.6600036621094,344.80999755859375,345.04998779296875,1313363,0.0,0.0
2025-02-21 10:45:00-05:00,345.0299987792969,347.02520751953125,344.94000244140625,346.82000732421875,1039101,0.0,0.0
2025-02-21 10:50:00-05:00,346.8999938964844,348.19000244140625,346.7532958984375,347.010009765625,924929,0.0,0.0
2025-02-21 10:55:00-05:00,346.9200134277344,348.0791931152344,346.6900939941406,347.8599853515625,622276,0.0,0.0
2025-02-21 11:00:00-05:00,347.8299865722656,348.3699951171875,347.260009765625,347.3800048828125,704649,0.0,0.0
2025-02-21 11:05:00-05:00,347.3700866699219,347.760009765625,346.29998779296875,346.3550109863281,642594,0.0,0.0
2025-02-21 11:10:00-05:00,346.3599853515625,346.8699951171875,345.5,346.8599853515625,720701,0.0,0.0
2025-02-21 11:15:00-05:00,346.8699951171875,347.1700134277344,345.83319091796875,346.2900085449219,520425,0.0,0.0
2025-02-21 11:20:00-05:00,346.30999755859375,347.3599853515625,346.2200012207031,346.6300048828125,462386,0.0,0.0
2025-02-21 11:25:00-05:00,346.6315002441406,347.010009765625,345.9100036621094,346.0899963378906,428298,0.0,0.0
2025-02-21 11:30:00-05:00,346.0400085449219,346.29998779296875,345.3800048828125,345.6000061035156,518534,0.0,0.0
2025-02-21 11:35:00-05:00,345.6000061035156,345.7900085449219,343.0,343.5899963378906,1524227,0.0,0.0
2025-02-21 11:40:00-05:00,343.57000732421875,344.239990234375,343.0899963378906,343.1700134277344,703585,0.0,0.0
2025-02-21 11:45:00-05:00,343.19000244140625,343.6000061035156,341.94000244140625,342.8240051269531,1259050,0.0,0.0
2025-02-21 11:50:00-05:00,342.80499267578125,343.37939453125,342.25,343.1000061035156,586777,0.0,0.0
2025-02-21 11:55:00-05:00,343.1099853515625,343.44000244140625,342.7099914550781,343.0400085449219,441516,0.0,0.0
2025-02-21 12:00:00-05:00,343.0400085449219,343.6299133300781,342.8999938964844,343.04998779296875,480546,0.0,0.0
2025-02-21 12:05:00-05:00,343.1199951171875,343.25,342.0899963378906,342.148193359375,541769,0.0,0.0
2025-02-21 12:10:00-05:00,342.1549987792969,342.28900146484375,340.8999938964844,340.9200134277344,1132664,0.0,0.0
2025-02-21 12:15:00-05:00,340.9142150878906,341.75,340.75,340.9700012207031,689128,0.0,0.0
2025-02-21 12:20:00-05:00,340.885009765625,341.4493103027344,340.1017150878906,340.93499755859375,884498,0.0,0.0
2025-02-21 12:25:00-05:00,340.9150085449219,341.42999267578125,340.80999755859375,340.8900146484375,436544,0.0,0.0
2025-02-21 12:30:00-05:00,340.8960876464844,341.2699890136719,340.32000732421875,340.4200134277344,576396,0.0,0.0
2025-02-21 12:35:00-05:00,340.4200134277344,340.8299865722656,338.9200134277344,339.4949951171875,1340324,0.0,0.0
2025-02-21 12:40:00-05:00,339.4211120605469,340.1300048828125,339.0508117675781,339.8450012207031,789079,0.0,0.0
2025-02-21 12:45:00-05:00,339.80999755859375,339.8900146484375,339.0199890136719,339.32489013671875,552539,0.0,0.0
2025-02-21 12:50:00-05:00,339.3399963378906,339.510009765625,338.45001220703125,338.9949951171875,780365,0.0,0.0
2025-02-21 12:55:00-05:00,338.9599914550781,339.6700134277344,338.90008544921875,339.460693359375,535032,0.0,0.0
2025-02-21 13:00:00-05:00,339.4901123046875,339.7099914550781,337.9800109863281,338.6499938964844,832175,0.0,0.0
2025-02-21 13:05:00-05:00,338.66009521484375,338.9798889160156,338.1900939941406,338.385009765625,618128,0.0,0.0
2025-02-21 13:10:00-05:00,338.385009765625,338.5,337.2109069824219,338.2099914550781,960828,0.0,0.0
2025-02-21 13:15:00-05:00,338.2099914550781,340.1099853515625,338.1700134277344,339.885009765625,1024757,0.0,0.0
2025-02-21 13:20:00-05:00,339.8399963378906,340.4800109863281,339.3900146484375,339.8534851074219,698052,0.0,0.0
2025-02-21 13:25:00-05:00,339.8399963378906,340.6899108886719,339.57000732421875,340.1180114746094,551045,0.0,0.0
2025-02-21 13:30:00-05:00,340.1400146484375,340.989990234375,339.3299865722656,340.7699890136719,708913,0.0,0.0
2025-02-21 13:35:00-05:00,340.78570556640625,342.77911376953125,340.6099853515625,341.739990234375,998850,0.0,0.0
2025-02-21 13:40:00-05:00,341.9599914550781,342.2298889160156,341.1600036621094,341.42889404296875,502625,0.0,0.0
